Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
TGT UN Equity,Target Corp,US,Consumer Discretionary,72.61,72.42,-1348,-703,13256,41696,6209,4656,6.6906,29.6915,73910,#N/A N/A,25.391,44731.5093,7141,#N/A N/A,10799
RJF UN Equity,Raymond James Financial Inc,US,Financials,57.97,43.81,-103.143,500.53,4786.098,26479.684,899.177,825.066,14.6324,#N/A N/A,5308.164,#N/A N/A,24.902,8298.3308,952.981,107.954,-761.185
DE UN Equity,Deere & Co,US,Industrials,76.27,77.01,-816.3,1940.1,6757.6,57947.6,3740.3,914.2,11.9881,30.2108,28862.9,811.6,27.313,24154.7169,4842.5,680,1977.2
D UN Equity,Dominion Resources Inc/VA,US,Utilities,67.64,72.17,-1502,1785,13276,56599,4482,-753,29.2958,67.2162,12070,60,17.122,40268.3659,5175,1172,27090
WBC UN Equity,WABCO Holdings Inc,US,Industrials,102.26,89.65,0,241.6,824.5,2598.5,383.4,279.7,10.0417,29.9659,2636,-34.7,29.87,5864.6815,362.5,#N/A N/A,-87.7
RRD UW Equity,RR Donnelley & Sons Co,US,Industrials,14.72,13.97,-210.4,99.6,662.7,7470.6,673,461.1,4.0785,21.797,11391.5,50.2,29.779,3072.064,923.1,#N/A N/A,3419
ROL UN Equity,Rollins Inc,US,Industrials,25.9,27.55,-82.241,150.317,519.43,862.339,180.543,145.885,16.2034,50.3176,1466.756,#N/A N/A,20.166,5661.4896,280.864,#N/A N/A,-134.31
DOV UN Equity,Dover Corp,US,Industrials,61.31,58.45,-258.598,897.298,3566.304,8478.82,1077.234,908.699,13.603,36.9935,7239.658,82.146,30.308,9500.9451,1301.478,131.72,2023.575
DOW UN Equity,Dow Chemical Co/The,US,Materials,51.48,42,-2202,4552,25274,69884,7932,4009,13.8453,21.3907,51700,1247,38.429,59645.4808,9771,968,12115
DUK UN Equity,Duke Energy Corp,US,Utilities,71.39,75.3,-2249,2436,39868,121033,6815,544,22.6958,65.5976,23696,149,21.004,49140.1893,8924,1618,41252
ETN UN Equity,Eaton Corp PLC,US,Industrials,52.04,50.51,-1000,2028,15413,32201,2573,1951,11.2297,31.1333,21363,#N/A N/A,28.909,24084.1114,3331,#N/A N/A,8104
VOYA UN Equity,Voya Financial Inc,US,Financials,36.91,30.58,-11.9,1889.8001,17248.6,218711.2,4185.4,4132.2,6.2302,#N/A N/A,11855.2,#N/A N/A,25.721,7947.7042,#N/A N/A,401.7,199.5
ECL UN Equity,Ecolab Inc,US,Materials,114.38,107.87,-387.1,1128.7,6842.6,18883.3,2065.8,1254.2,12.7336,46.6356,13813.9,-23.5,22.287,33776.814,2624.1,256.3,6578
PKI UN Equity,PerkinElmer Inc,US,Health Care,53.57,48.32,-31.644,174.958,2054.324,4031.667,258.423,233.751,10.2525,45.0842,2262.633,-7.469,24.67,5996.3145,355.337,37.627,831.736
GNC UN Equity,GNC Holdings Inc,US,Consumer Discretionary,31.02,28.01,-60.108,228.145,637.138,2663.526,340.51,294.859,15.0756,37.0039,2639.185,-2.033,67.728,2563.9202,455.816,#N/A N/A,1243.928
EMC UN Equity,EMC Corp/MA,US,Information Technology,25.68,24.77,-918,2366,21955,45345,5747,4790,13.4171,61.1877,24737,136,27.368,49812.2722,5236,161,-198
EMR UN Equity,Emerson Electric Co,US,Industrials,47.83,45.98,-1269,2710,8128,22088,2529,1844,19.4225,40.5667,22304,304,26.749,31154.8459,5147,200,3788
EOG UN Equity,EOG Resources Inc,US,Energy,70.79,71.02,-366.602,-3795.631,13284.223,27277.247,5089.79,-1087.162,-53.9283,39.7185,10595.252,874.336,38.438,38913.7737,-2155.721,#N/A N/A,5687.521
ETR UN Equity,Entergy Corp,US,Utilities,68.36,70.58,-616.804,-156.007,9367.885,45041.605,3347.717,445.965,2.3218,66.0539,11836.045,-4.71,21.661,12194.5213,2429.845,644.443,13103.039
EFX UN Equity,Equifax Inc,US,Industrials,111.37,105.8,-133.3,415.2,2267.5,4541.4,732.8,616.7,26.0193,66.551,2621.9,-45.7,22.248,13194.6294,884,64.8,1224.2
THO UN Equity,Thor Industries Inc,US,Consumer Discretionary,56.15,52.43,-58.712,210.957,1100.374,1572.383,216.727,167.063,7.5911,14.3881,4115.178,-42.16,25.764,2946.8989,348.187,#N/A N/A,-179.317
EQT UN Equity,EQT Corp,US,Energy,52.13,61.74,-18.279,205.046,7752.273,13740.106,1173.015,-1571.506,13.4971,76.8092,2161.8,56.307,38.527,7951.9099,1085.961,147.575,1665.525
WBA UW Equity,Walgreens Boots Alliance Inc,US,Consumer Staples,85.155,79.72,-1384,4220,31300,68782,5664,3871,4.2081,26.0276,103444,-338,35.339,92449.0476,6095,632,11383
XL UN Equity,XL Group PLC,US,Financials,39.18,36.26,-189.16,1118.102,13900.508,60416.523,705.218,705.218,17.0866,#N/A N/A,8342.604,#N/A N/A,19.334,11666.2121,#N/A N/A,187.263,-613.153
TTC UN Equity,Toro Co/The,US,Industrials,73.07,74.52,-52.971,188.939,465.173,1359.951,186.166,130.712,12.1299,34.872,2324.208,-20.184,23.279,4000.0105,342.903,18.432,276.186
FDX UN Equity,FedEx Corp,US,Industrials,148.99,132.88,-241,1088,15283,37245,5625,789,4.0564,22.9479,48048,-256,24.353,41063.9138,4557,252,3715
UGI UN Equity,UGI Corp,US,Utilities,33.76,34,-402.4,281,3572.4,10546.6,1030.8,540.2,12.4778,44.1572,6691.1,163.3,20.552,5821.6894,1209,241.9,3450.7
M UN Equity,Macy's Inc,US,Consumer Discretionary,34.98,40.41,-451,1321,3975,22086,2146,1332,8.9468,40.0305,27574,94,36.762,10996.576,3524,366,7489
FMC UN Equity,FMC Corp,US,Materials,39.13,35.72,-84.3,769.6,2154.6,6447,-138.5,-265.2,1.807,33.5406,3265,138.8,36.788,5228.668,173.8,#N/A N/A,1996
F UN Equity,Ford Motor Co,US,Consumer Discretionary,14.09,11.94,-2267,4999,27578,222499,16246,8734,4.1067,14.4982,145177,#N/A N/A,25.002,55917.9988,13859,739,-11776
MDLZ UW Equity,Mondelez International Inc,US,Consumer Staples,44.84,43.1,-987,8496,29952,66390,3825,2134,32.2905,38.0136,31102,-521,25.186,71258.2698,10968,641,14320
NEE UN Equity,NextEra Energy Inc,US,Utilities,103.89,111.71,-1347,3129,22826,79963,6045,-1735,29.2478,70.0442,18080,133,20.194,47845.0766,8428,1232,29083
BEN UN Equity,Franklin Resources Inc,US,Financials,36.82,34.66,-666.4,2023.3,12555.4,16335.7,2252,2183.2,38.0892,#N/A N/A,7948.7,#N/A N/A,27.191,22146.8435,3237.8,#N/A N/A,-6212.8
PYPL UW Equity,PayPal Holdings Inc,US,Information Technology,36.2,36.14,#N/A N/A,1147,13214,27896,#N/A N/A,#N/A N/A,15.7344,#N/A N/A,8885,#N/A N/A,33.443,44225.1803,1974,#N/A N/A,-4299
FCX UN Equity,Freeport-McMoRan Inc,US,Materials,6.77,4.6,-873,-11007,15966,50383,3726,-3129,-72.6512,-24.6174,17317,1005,86.038,7825.2415,-8925,605,20360
PBF UN Equity,PBF Energy Inc,US,Energy,36.81,34.99,-148.789,-11.681,1890.97,5107.176,343.763,-78.996,0.3833,8.7296,14283.44,302.775,45.18,3593.2578,252.923,#N/A N/A,666.044
TGNA UN Equity,TEGNA Inc,US,Consumer Discretionary,25.52,24.01,-181.432,800.446,2409.021,8874.743,757.342,320.111,22.925,62.8581,3902.015,#N/A N/A,31.281,5657.5955,1190.922,280.344,4361.174
GPS UN Equity,Gap Inc/The,US,Consumer Discretionary,24.7,24.72,-378,1025,2609,7806,1749,1038,10.4715,36.8362,16120,#N/A N/A,32.171,9926.9826,2292,61,710
GD UN Equity,General Dynamics Corp,US,Industrials,137.36,133.77,-859,2902,10734,32980,2106,1562,13.1441,19.4804,32022,392,20.059,43423.366,4696,#N/A N/A,41
HPE UN Equity,Hewlett Packard Enterprise Co,US,Information Technology,15.2,13.76,#N/A N/A,#N/A N/A,32718,79392,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26486.3062,#N/A N/A,#N/A N/A,4345
WRI UN Equity,Weingarten Realty Investors,US,Financials,34.58,34.89,-204.732,199.83,1537.364,3895.337,248.334,-65.861,35.9489,#N/A N/A,509.292,#N/A N/A,19.13,4285.9785,328.422,88.819,2101.878
GIS UN Equity,General Mills Inc,US,Consumer Staples,57.66,56.51,-1029.8,1302.7,6138.6,22322.9,2644.3,1933.3,12.5391,34.52,17569.8,-10.7,20.424,34212.2851,2785,323.2,8983.1
GPC UN Equity,Genuine Parts Co,US,Consumer Discretionary,85.89,86.17,-363.285,709.958,3171.024,8203.128,1096.809,1000.919,7.3108,29.8749,15420.708,#N/A N/A,21.312,12949.0538,1272.831,21.535,425.706
GWW UN Equity,WW Grainger Inc,US,Industrials,202.59,196.69,-307.078,764.762,2446.052,5807.153,1032.911,632.52,13.1441,42.8125,10006.085,-29.292,26.899,12720.3272,1539.982,21.815,1554.06
HAL UN Equity,Halliburton Co,US,Energy,34.04,31.79,-612,258,15480,30248,3170,423,3.8359,12.3129,27321,1360,40.004,29131.8866,3038,424,5642
HOG UN Equity,Harley-Davidson Inc,US,Consumer Discretionary,45.39,40,-249.891,784.486,2559.673,10731.558,1200.766,949.709,19.731,38.765,6014.924,-32.986,35.271,8708.531,1401.538,4.912,5520.194
HAR UN Equity,Harman International Industries Inc,US,Consumer Discretionary,94.21,74.39,-94.991,346.806,2375.505,5811.081,386.604,191.353,7.6334,29.7277,6357.263,-124.329,32.898,6705.0837,673.901,#N/A N/A,658.56
JOY UN Equity,Joy Global Inc,US,Industrials,12.61,9.97,-78.067,261.066,2744.267,5332.129,233.835,154.005,11.657,28.4972,3440.186,44.881,67.054,1234.8762,538.804,64.328,1129.303
HRS UN Equity,Harris Corp,US,Information Technology,86.9,86.97,-212.2,356.8,3463,12564,837.8,704.7,13.5322,33.4332,5738.9,127.4,22.931,10811.4985,1064,154.4,4761
HCP UN Equity,HCP Inc,US,Financials,38.24,35.94,-1034.302,234.757,10460.457,22192.973,1233.259,-332.74,28.5114,#N/A N/A,2479.804,#N/A N/A,23.967,17783.2151,1218.332,472.556,11024.382
SON UN Equity,Sonoco Products Co,US,Materials,40.87,39.51,-135.049,243.097,1499.286,4113.636,471.499,288.841,7.8135,18.6836,5014.077,-18.606,22.596,4125.3437,602.981,56.918,1008.642
HP UN Equity,Helmerich & Payne Inc,US,Energy,53.55,50.8,-298.367,424.007,4897.452,7152.012,1422.728,286.582,21.3871,27.014,3172.261,240.246,50.955,5772.005,1286.607,15.194,-231.983
HSY UN Equity,Hershey Co/The,US,Consumer Staples,89.27,88.11,-468.328,502.075,937.126,5630.62,1047.639,695.169,13.8663,45.6148,7487.431,-36.506,23.591,19353.1366,1279.608,109.482,2424.675
FL UN Equity,Foot Locker Inc,US,Consumer Discretionary,65.09,67.56,-136,529,2547,3695,687,462,11.1126,33.6113,7316,#N/A N/A,33.401,8934.3663,955,11,-747
HRL UN Equity,Hormel Foods Corp,US,Consumer Staples,39.54,40.205,-250.834,686.088,4001.393,6139.831,991.992,847.929,11.5213,19.523,9263.863,22.451,20.124,20895.2079,1200.754,13.111,87.761
HOT UN Equity,Starwood Hotels & Resorts Worldwide Inc,US,Consumer Discretionary,64.124,57.608,-369,557,1254,8185,1008,507,13.5841,26.4125,5823,#N/A N/A,33.258,11707.9394,1119,111,1295
CNP UN Equity,CenterPoint Energy Inc,US,Utilities,18.36,17.87,-421,-7,4058,21778,1791,287,11.648,53.4831,7967,141,25.141,7899.6136,1881,466,7596
PNRA UW Equity,Panera Bread Co,US,Consumer Discretionary,194.78,194,0,154.674,573.159,1483.214,316.95,94.78,9.3433,20.4039,2662.312,-6.935,19.629,4904.6658,382.343,2.704,136.085
LECO UW Equity,Lincoln Electric Holdings Inc,US,Industrials,51.89,53.24,-83.808,153.998,1011.969,1928.091,369.085,311.338,7.8507,33.0403,2651.76,42.925,30.191,3759.9303,272.669,18.738,-10.993
HUM UN Equity,Humana Inc,US,Health Care,178.51,162.79,-172,1320,10353,24296,724,173,4.561,19.4419,53256,-140,26.085,26459.4524,2830,224,-4891
ITW UN Equity,Illinois Tool Works Inc,US,Industrials,92.68,90.07,-732,1899,5090,16104,2054,1756,21.0797,40.8758,13634,12,21.924,33688.4163,3350,222,4811
IR UN Equity,Ingersoll-Rand PLC,US,Industrials,55.29,51.47,-292.9,686.6,5796.7,17824.1,728.6,472.5,10.9342,30.22,13215.4,#N/A N/A,22.13,14433.3981,1796.1,234.7,3920.1
IPG UN Equity,Interpublic Group of Cos Inc/The,US,Consumer Discretionary,23.28,22.44,-186.3,503.2,2118.1,11474.1,811,676,11.1283,#N/A N/A,7624.7,-335.1,23.102,9459.782,1004.4,83.9,870.4
IFF UN Equity,International Flavors & Fragrances Inc,US,Materials,119.64,116.96,-152.001,430.214,1596.149,3911.685,495.582,383.588,19.5158,44.6016,3063.622,-63.269,22.235,9601.1356,683.664,46.376,918.772
NLSN UN Equity,Nielsen Holdings PLC,US,Industrials,46.6,48.16,-402,480,4498,15277,1205,1038,17.6509,58.9387,6181,0,24.767,16965.1006,1671,302,7095
VC UN Equity,Visteon Corp,US,Consumer Discretionary,114.5,66.88,-44,2125,2848,4866,378,96,4.7151,12.2682,4475,-133,16.043,4674.19,423,#N/A N/A,-2530
AAN UN Equity,Aaron's Inc,US,Consumer Discretionary,22.39,22.88,-6.676,136.077,1343.362,2335.674,175.247,127.485,7.5742,88.5151,3118.299,-154.491,61.826,1625.3512,318.358,23.156,404.915
JEC UN Equity,Jacobs Engineering Group Inc,US,Industrials,41.95,39.23,0,302.971,4356.458,7785.926,484.572,390.999,3.6775,16.2473,12114.832,172.958,28.067,5162.8108,594.82,19.504,136.939
JCI UN Equity,Johnson Controls Inc,US,Consumer Discretionary,39.49,35.87,-657,1563,10751,29673,1600,465,5.5515,17.3404,37179,-297,26.161,25585.907,2924,288,6013
K UN Equity,Kellogg Co,US,Consumer Staples,72.27,73.44,-697,362,2673,15518,1623,969,5.0946,32.9208,13897,39,19.503,25612.3221,1223,221,7650
KMB UN Equity,Kimberly-Clark Corp,US,Consumer Staples,127.3,128.42,-1266,597,348,14928,2231,1124,6.0434,34.6981,18880,#N/A N/A,18.707,46209.1891,1913,288,6942
BEAV UW Equity,B/E Aerospace Inc,US,Industrials,42.37,40.45,-59.7,166.3,88.4,3215.5,237.8,101.9,15.7448,39.6241,2708.2,-41.8,29.983,4428.7657,526.5,106.3,1868.7
KIM UN Equity,Kimco Realty Corp,US,Financials,26.46,27.19,-447.869,509.402,5182.397,11413.984,583.172,-267.968,30.2485,#N/A N/A,1130.411,#N/A N/A,22.661,10936.1906,673.543,212.562,5317.673
KSS UN Equity,Kohl's Corp,US,Consumer Discretionary,47.63,49.75,-342,746,5474,14898,1501,829,8.6979,36.4154,19154,#N/A N/A,35.329,9041.1379,2582,#N/A N/A,4634
CPGX UN Equity,Columbia Pipeline Group Inc,US,Energy,20,18.55,#N/A N/A,#N/A N/A,3549.6,8963.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,40.37,7782.3273,#N/A N/A,#N/A N/A,2927.2
KR UN Equity,Kroger Co/The,US,Consumer Staples,41.83,38.81,-353,1932,5882,30781,4326,1146,3.1613,21.7385,108784,-120,25.24,40772.6538,5459,491,11003
LM UN Equity,Legg Mason Inc,US,Financials,39.23,30.62,-76.439,314.92,4535.991,6877.954,588.205,543.178,18.0478,#N/A N/A,2803.066,#N/A N/A,28.597,4226.1957,560.526,#N/A N/A,440.967
BIO UN Equity,Bio-Rad Laboratories Inc,US,Health Care,138.66,127.61,0,102.648,2429.729,3666.396,190.474,66.171,7.709,55.2274,2047.108,-34.153,18.843,4058.467,295.541,20.658,-349.971
LEG UN Equity,Leggett & Platt Inc,US,Consumer Discretionary,42.02,41.51,-170.6,265.2,1100.4,3066.2,423,313.4,11.2204,22.7566,3925.9,32.1,21.095,5718.7414,555.8,43.1,741.3
LEN UN Equity,Lennar Corp,US,Consumer Discretionary,48.91,42.15,-32.975,757.948,5674.697,14169.375,-978.401,-1048.949,11.7314,22.8695,9112.379,-127.378,30.986,10014.7145,1110.84,15.893,4666.143
LUK UN Equity,Leucadia National Corp,US,Financials,17.39,16.56,-92.941,214.229,10730.113,50513.738,-903.154,-1245.799,1.2438,25.2055,10910.073,39.961,27.038,6301.0586,308.308,923.518,3112.989
LLY UN Equity,Eli Lilly & Co,US,Health Care,84.26,79.1,-2119.2,2358.5,15240.9,36304.7,3318.1,2223.3,13.5295,75.1269,19704.4,#N/A N/A,34.259,93366.5291,4089.6,154.4,3759.7
LB UN Equity,L Brands Inc,US,Consumer Discretionary,95.82,96.15,-1126,1180.813,-657,7969,1678,945,17.5094,42.5761,11827.685,-9,23.736,27733.603,2516.953,314.744,4455
LNC UN Equity,Lincoln National Corp,US,Financials,50.26,39.46,-197,1219,14401,249532,2918,2918,12.6642,#N/A N/A,14087,#N/A N/A,29.063,12437.8921,#N/A N/A,271,1832
L UN Equity,Loews Corp,US,Financials,38.4,37.01,-92,669,24153,77532,3089,484,11.4092,#N/A N/A,13603,#N/A N/A,18.936,13606.7566,#N/A N/A,#N/A N/A,10442
LOW UN Equity,Lowe's Cos Inc,US,Consumer Discretionary,76.04,71.66,-925,2971,8378,33655,4791,3654,9.1663,34.8236,58377,#N/A N/A,21.799,69584.5549,6930,549,11214
WRB UN Equity,WR Berkley Corp,US,Financials,54.75,50.15,-183.944,504.66,4616.637,21738.566,780.396,728.973,12.1187,#N/A N/A,7179.829,#N/A N/A,17.702,6749.8953,#N/A N/A,133.814,1332.646
HST UN Equity,Host Hotels & Resorts Inc,US,Financials,15.34,13.85,-652,649,7136,11980,1195,385,11.9634,#N/A N/A,5358,#N/A N/A,31.998,11529.7084,1351,221,4013
MMC UN Equity,Marsh & McLennan Cos Inc,US,Financials,55.45,53.33,-621,1518,6343,17724,1965,1633,18.4439,#N/A N/A,12801,6,21.049,28925.3923,2772,153,3154
MAS UN Equity,Masco Corp,US,Industrials,28.3,26.39,-125,376,28,5727,718,560,12.2374,31.0447,7093,-69,23.824,9522.1606,1010,227,1890
FRC UN Equity,First Republic Bank/CA,US,Financials,66.06,68,-139.8,440.055,5384.174,55375.22,719.687,674.549,37.8355,#N/A N/A,1912.621,#N/A N/A,24.257,9593.1668,#N/A N/A,149.066,3081.8
MAT UW Equity,Mattel Inc,US,Consumer Discretionary,27.17,27.59,-514.555,303.686,2572.663,6649.53,810.536,550.589,8.4936,49.3026,5696.869,121.299,35.833,9220.2516,752.82,84.616,1971.311
DNKN UW Equity,Dunkin' Brands Group Inc,US,Consumer Discretionary,42.59,39.36,-100.032,166.678,-65.791,3348.075,166.709,137.695,45.7069,79.8915,800.349,-31.732,30.682,3945.5187,411.249,88.699,2171.911
SPGI UN Equity,S&P Global Inc,US,Financials,98.58,85.02,-355,62,1514,8163,33,-81,6.5978,68.3113,5229,-65,26.265,26646.1728,483,#N/A N/A,2048
MDT UN Equity,Medtronic PLC,US,Health Care,76.92,75.92,-1571,2624,52809,104626,5408,4722,16.7483,67.0708,23262,-228,23,108161.5012,5688,875,17577
CVS UN Equity,CVS Health Corp,US,Consumer Staples,97.77,96.59,-1502,5060,37180,92362,8264,6074,6.063,17.3324,149200,-1395,25.81,108262.3966,11045,711,24211
MU UW Equity,Micron Technology Inc,US,Information Technology,14.16,11.03,0,2899,13288,24143,5208,1187,18.5153,32.2073,16192,393,52.829,14658.9965,5665,371,1707
CGNX UW Equity,Cognex Corp,US,Information Technology,33.77,32.25,-12.137,194.959,812.793,887.4,170.735,145.862,28.2435,77.6678,451.29,#N/A N/A,35.91,2865.2226,141.225,0,-352.147
MSI UN Equity,Motorola Solutions Inc,US,Information Technology,68.45,66.77,-299,532,-298,8086,-104,-286,-14.6504,47.8581,5836,-97,25.773,12085.6467,-700,177,2190
MUR UN Equity,Murphy Oil Corp,US,Energy,22.45,19.61,-246.912,-1308.463,6028.454,12627.962,1883.368,-964.46,-64.4032,17.6301,3540.986,#N/A N/A,51.988,3861.9553,-410.532,120.311,2046.098
MYL UW Equity,Mylan NV,US,Health Care,54.07,52.69,0,842.2,9815,21316.5,1483.1,1170.8,15.8458,45.6974,9021.3,-1054,42.757,26588.7608,2289.4,350.5,5827.1
CLH UN Equity,Clean Harbors Inc,US,Industrials,41.65,44.31,0,70.911,1122.721,3599.861,410.92,162.185,6.4444,28.2513,3407.117,-41.856,29.713,2398.5272,495.359,77.636,1237.722
LH UN Equity,Laboratory Corp of America Holdings,US,Health Care,123.64,112.35,0,443.9,4929,14422.3,811.5,594.5,12.4121,34.3259,7892.3,-61.3,26.5,12500.0038,1386.3,250.1,5968.2
THC UN Equity,Tenet Healthcare Corp,US,Health Care,30.3,27.12,0,18,2700,23173,1054,289,5.9647,#N/A N/A,18073,-1711,66.169,3019.9769,1907,860,14304
NWL UN Equity,Newell Brands Inc,US,Consumer Discretionary,44.08,38.78,-201.8,388.9,1788.3,6793.9,578.9,363.3,10.4236,38.7951,5880.9,-66.6,32.106,11773.7683,783.3,#N/A N/A,2468.2
NEM UN Equity,Newmont Mining Corp,US,Materials,17.99,19.96,-50,489,14569,25554,2432,1147,19.9243,45.6747,7930,#N/A N/A,52.008,9518.8237,2783,#N/A N/A,3362
FOXA UW Equity,Twenty-First Century Fox Inc,US,Consumer Discretionary,27.16,26.97,-852,7944,16871,47997,2855,2524,21.3894,#N/A N/A,27177,-488,22.987,53541.3481,6478,1188,13181
NKE UN Equity,NIKE Inc,US,Consumer Discretionary,62.5,62.01,-930,3490,12894,20766,4800,3772,14.0238,46.2121,31033,39,29.013,106524.2214,5008,30,-4200
APAM UN Equity,Artisan Partners Asset Management Inc,US,Financials,36.06,31.3,-307.462,66.225,118.303,1010.829,370.59,365.202,34.2748,#N/A N/A,819.461,#N/A N/A,29.798,2647.1312,296.731,11.728,-17.671
NI UN Equity,NiSource Inc,US,Utilities,19.51,21.01,-296.2,381.3,3800.3,17055.9,1627.1,-949.7,18.3091,66.7854,5529.5,-17.6,20.934,6217.277,1592,420.6,6623.7
ELS UN Equity,Equity LifeStyle Properties Inc,US,Financials,66.67,65.92,-122.411,125.047,989.176,3443.39,344.622,202.174,32.3398,#N/A N/A,803.115,#N/A N/A,17.843,5620.1805,375.609,109.924,2066.851
NBL UN Equity,Noble Energy Inc,US,Energy,32.93,32.37,-281,-12,12450,25965,2289,-1516,-7.2041,29.6986,4081,233,49.114,14095.1565,1612,241,7062
NSC UN Equity,Norfolk Southern Corp,US,Industrials,84.59,70.5,-713,1697,12129,33527,2711,195,28.841,#N/A N/A,10863,0,36.133,25256.0163,4144,532,9063
ES UN Equity,Eversource Energy,US,Utilities,51.07,53.8,-524.029,918.29,10449.998,30046.026,1579.014,-84.522,22.2106,60.0678,8144.716,-328.102,22.549,16198.9573,2484.276,369.534,9846.398
NOC UN Equity,Northrop Grumman Corp,US,Industrials,188.81,185.06,-598,2037,5697,23966,2019,1409,13.1537,24.1479,23940,-37,22.247,34435.742,3618,300,5125
CDK UW Equity,CDK Global Inc,US,Information Technology,47.47,44.05,-77.4,198.4,804.3,2488.5,250.9,211.3,17.5828,38.2611,2061.1,-38,28.751,7568.0367,430.7,37,622.3
WFC UN Equity,Wells Fargo & Co,US,Financials,54.36,50.23,-21207,21649,194043,1751265,40709,40709,39.337,#N/A N/A,89838,#N/A N/A,23.875,277660.714,#N/A N/A,3924,1137
NUE UN Equity,Nucor Corp,US,Materials,40.3,39.07,-478.354,630.108,8047.341,15269.468,2174.634,1780.814,6.7132,9.52,17986.316,567.843,30.474,12880.4804,1915.98,174.371,2419.776
OXY UN Equity,Occidental Petroleum Corp,US,Energy,67.5827,68.8022,-2251,-6064,29882,50089,5252,-345,-39.0745,53.587,13981,#N/A N/A,31.668,51636.1843,-1877,100,5785
OMC UN Equity,Omnicom Group Inc,US,Consumer Discretionary,75.66,73.35,-501.2,1077,3082.1,20457.3,1884.2,1663.9,12.6777,#N/A N/A,15176.2,-921.9,18.981,18329.0287,2225.1,175.7,3185.3
OKE UN Equity,ONEOK Inc,US,Energy,24.66,24.91,-503.264,314.006,4037.305,15508.298,1161.905,-343.175,12.2263,15.1235,8677.072,382.7,62.606,5160.7853,1402.685,392.516,8683.307
IMS UN Equity,IMS Health Holdings Inc,US,Health Care,25.47,23.12,0,396,1589,7656,473,431,13.0248,52.1349,2787,16,32.092,8369.2323,737,164,3881
OI UN Equity,Owens-Illinois Inc,US,Materials,17.42,12.94,0,-72,878,9554,592,214,8.1689,17.202,6133,#N/A N/A,34.662,2801.7942,902,316,5589
WEN UW Equity,Wendy's Co/The,US,Consumer Discretionary,10.77,10.23,-75.519,98.58,705.457,4080.782,190.119,-98.712,10.9896,34.7312,1893.235,-25.735,28.591,2945.3738,368.362,70.703,2227.432
PCG UN Equity,PG&E Corp,US,Utilities,53.19,54.91,-849,871,16820,61989,3662,-1362,9.9328,65.0407,16974,-132,20.337,26087.2407,4288,762,15985
GCI UN Equity,Gannett Co Inc,US,Consumer Discretionary,16.29,14.84,#N/A N/A,#N/A N/A,1080.114,2317.301,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,36.646,1880.825,#N/A N/A,#N/A N/A,-142.772
PH UN Equity,Parker-Hannifin Corp,US,Industrials,96.98,97.16,-354.769,927.029,4854.751,12001.554,1046.035,846.536,11.3779,23.6767,12311.16,131.626,27.75,13187.3429,1714.701,133.205,1566.308
AMH UN Equity,American Homes 4 Rent,US,Financials,16.66,14.99,-42.296,-166.012,4015.132,6965.816,184.834,-1018.315,-12.4948,#N/A N/A,437.07,#N/A N/A,19.568,3466.8984,173.279,70.918,2348.755
PPL UN Equity,PPL Corp,US,Utilities,34.13,35.06,-999,972,10222,39246,2741,-936,37.1921,76.656,7835,-78,21.011,22964.2197,3867,851,18781
JCP UN Equity,JC Penney Co Inc,US,Consumer Discretionary,6.66,7.26,0,-460,1547,10550,277,-7,-0.4871,35.9527,12522,#N/A N/A,49.939,2037.9866,555,#N/A N/A,4615
